"","species","x","dens"
"1","Bald Eagle",1,0.0154812610099165
"2","Bald Eagle",1.51515151515152,0.0163306079295557
"3","Bald Eagle",2.03030303030303,0.0171439411747199
"4","Bald Eagle",2.54545454545455,0.0179143737690625
"5","Bald Eagle",3.06060606060606,0.0186359047114326
"6","Bald Eagle",3.57575757575758,0.0193035614364518
"7","Bald Eagle",4.09090909090909,0.0199135066431824
"8","Bald Eagle",4.60606060606061,0.0204631053076518
"9","Bald Eagle",5.12121212121212,0.0209509495424488
"10","Bald Eagle",5.63636363636364,0.0213768409350803
"11","Bald Eagle",6.15151515151515,0.0217417319742154
"12","Bald Eagle",6.66666666666667,0.0220476300472783
"13","Bald Eagle",7.18181818181818,0.0222974691593157
"14","Bald Eagle",7.6969696969697,0.0224949558908991
"15","Bald Eagle",8.21212121212121,0.0226443971108479
"16","Bald Eagle",8.72727272727273,0.0227505175403055
"17","Bald Eagle",9.24242424242424,0.0228182754068219
"18","Bald Eagle",9.75757575757576,0.0228526841360046
"19","Bald Eagle",10.2727272727273,0.0228586473350274
"20","Bald Eagle",10.7878787878788,0.0228408132807658
"21","Bald Eagle",11.3030303030303,0.0228034538082815
"22","Bald Eagle",11.8181818181818,0.0227503709892317
"23","Bald Eagle",12.3333333333333,0.0226848333888271
"24","Bald Eagle",12.8484848484848,0.0226095420903509
"25","Bald Eagle",13.3636363636364,0.0225266251699534
"26","Bald Eagle",13.8787878787879,0.0224376579737453
"27","Bald Eagle",14.3939393939394,0.0223437054620017
"28","Bald Eagle",14.9090909090909,0.0222453820912326
"29","Bald Eagle",15.4242424242424,0.0221429242330418
"30","Bald Eagle",15.9393939393939,0.0220362699863555
"31","Bald Eagle",16.4545454545455,0.021925141412618
"32","Bald Eagle",16.969696969697,0.0218091246780554
"33","Bald Eagle",17.4848484848485,0.0216877442725392
"34","Bald Eagle",18,0.0215605283277862
"35","Bald Eagle",18.5151515151515,0.0214270630077308
"36","Bald Eagle",19.030303030303,0.0212870349177184
"37","Bald Eagle",19.5454545454545,0.0211402614065335
"38","Bald Eagle",20.0606060606061,0.0209867094541781
"39","Bald Eagle",20.5757575757576,0.0208265044991441
"40","Bald Eagle",21.0909090909091,0.0206599310276594
"41","Bald Eagle",21.6060606060606,0.0204874270074679
"42","Bald Eagle",22.1212121212121,0.0203095743013152
"43","Bald Eagle",22.6363636363636,0.0201270870582348
"44","Bald Eagle",23.1515151515152,0.0199407997857759
"45","Bald Eagle",23.6666666666667,0.0197516563956506
"46","Bald Eagle",24.1818181818182,0.019560701037063
"47","Bald Eagle",24.6969696969697,0.0193690710356493
"48","Bald Eagle",25.2121212121212,0.0191779917877154
